year,upz_id,upz_nombre,localidad_id,localidad_nombre,pct_stratum_1_2,cestas,cestas_per_km2,containers,containers_per_km2,sweeping_route_coverage,critical_points,critical_points_per_km2,emergencies,emergencies_per_km2
2020,109,Ciudad Salitre Oriental,13,TEUSAQUILLO,0.0,792,439.05,7,3.88,27.4,0,0.0,42.0,23.28
2020,90,Pardo Rubio,02,CHAPINERO,49.81132075471698,620,217.57,0,0.0,50.1,2,0.7,263.0,92.29
2020,33,Sosiego,04,SAN CRISTOBAL,17.535545023696685,857,365.1,40,17.04,62.4,4,1.7,145.0,61.77
2020,102,La Sabana,14,LOS MARTIRES,16.158536585365855,1472,326.69,63,13.98,32.4,16,3.55,528.0,117.18
2020,45,Carvajal,08,KENNEDY,32.149901380670606,676,154.25,158,36.05,14.0,14,3.19,260.0,59.33
2020,93,Las Nieves,03,SANTA FE,7.920792079207921,327,189.63,199,115.4,67.3,5,2.9,192.0,111.34
2020,72,Bolivia,10,ENGATIVA,0.0,358,75.51,29,6.12,100.0,1,0.21,146.0,30.79
2020,15,Country Club,01,USAQUEN,0.0,281,98.47,21,7.36,27.8,0,0.0,92.0,32.24
2020,16,Santa Barbara,01,USAQUEN,0.0,1115,243.27,63,13.75,66.6,0,0.0,228.0,49.75
2020,21,Los Andes,12,BARRIOS UNIDOS,0.0,720,262.2,84,30.59,100.0,2,0.73,106.0,38.6
2020,89,San Isidro - Patios,02,CHAPINERO,98.0,0,0.0,0,0.0,51.5,0,0.0,72.0,63.76
2020,106,La Esmeralda,13,TEUSAQUILLO,0.0,780,404.73,85,44.11,32.4,0,0.0,87.0,45.14
2020,86,El Porvenir,07,BOSA,100.0,464,100.72,170,36.9,22.7,11,2.39,142.0,30.82
2020,82,Patio Bonito,08,KENNEDY,100.0,143,45.1,11,3.47,18.5,12,3.78,214.0,67.49
2020,37,Santa Isabel,14,LOS MARTIRES,0.0,984,491.26,9,4.49,41.6,3,1.5,149.0,74.39
2020,49,Apogeo,07,BOSA,61.5,345,163.96,3,1.43,26.1,2,0.95,59.0,28.04
2020,19,El Prado,11,SUBA,2.1406727828746175,1683,388.63,202,46.64,85.1,5,1.15,232.0,53.57
2020,24,Niza,11,SUBA,0.4975124378109453,2209,292.2,223,29.5,69.4,1,0.13,228.0,30.16
2020,23,Casa Blanca Suba,11,SUBA,35.714285714285715,826,196.6,31,7.38,52.8,0,0.0,138.0,32.85
2020,110,Ciudad Salitre Occidental,09,FONTIBON,0.0,1242,550.73,69,30.6,20.5,0,0.0,121.0,53.65
2020,100,Galerias,13,TEUSAQUILLO,0.0,936,394.3,6,2.53,37.8,3,1.26,244.0,102.79
2020,83,Las Margaritas,08,KENNEDY,100.0,418,284.12,17,11.56,4.0,2,1.36,36.0,24.47
2020,107,Quinta Paredes,13,TEUSAQUILLO,0.0,705,405.59,26,14.96,33.8,2,1.15,99.0,56.96
2020,101,Teusaquillo,13,TEUSAQUILLO,0.0,1161,492.97,1,0.42,40.7,1,0.42,150.0,63.69
2020,91,Sagrado Corazon,03,SANTA FE,0.0,659,451.15,0,0.0,55.2,2,1.37,111.0,75.99
2020,108,Zona Industrial,16,PUENTE ARANDA,6.944444444444445,693,199.9,7,2.02,31.2,4,1.15,174.0,50.19
2020,55,Diana Turbay,18,RAFAEL URIBE URIBE,100.0,191,90.41,61,28.87,48.5,6,2.84,117.0,55.38
2020,51,Los Libertadores,04,SAN CRISTOBAL,100.0,158,43.33,3,0.82,67.9,5,1.37,199.0,54.57
2020,60,Parque Entrenubes,05,USME,100.0,0,0.0,0,0.0,4.6,0,0.0,24.0,5.73
2020,56,Danubio,05,USME,100.0,443,153.55,0,0.0,36.5,1,0.35,85.0,29.46
2020,65,Arborizadora,19,CIUDAD BOLIVAR,66.7910447761194,529,172.86,77,25.16,28.5,10,3.27,125.0,40.85
2020,2,La Academia,11,SUBA,0.0,7,1.04,43,6.4,24.7,0,0.0,4.0,0.6
2020,17,San Jose De Bavaria,11,SUBA,0.0,660,150.71,286,65.31,70.7,1,0.23,141.0,32.2
2020,18,Britalia,11,SUBA,2.7210884353741496,946,288.07,309,94.1,76.9,2,0.61,225.0,68.52
2020,26,Las Ferias,10,ENGATIVA,0.0,635,134.26,203,42.92,100.0,13,2.75,308.0,65.12
2020,48,Timiza,08,KENNEDY,36.835278858625166,663,154.15,280,65.1,14.1,12,2.79,236.0,54.87
2020,13,Los Cedros,01,USAQUEN,2.0114942528735633,1120,166.74,60,8.93,44.9,0,0.0,457.0,68.03
2020,70,Jerusalem,19,CIUDAD BOLIVAR,100.0,301,56.05,282,52.51,27.3,6,1.12,152.0,28.3
2020,35,Ciudad Jardin,15,ANTONIO NARINO,17.105263157894736,511,383.84,5,3.76,37.8,3,2.25,80.0,60.09
2020,38,Restrepo,15,ANTONIO NARINO,0.0,1395,393.59,16,4.51,35.8,15,4.23,365.0,102.98
2020,115,Capellania,09,FONTIBON,0.0,563,207.07,21,7.72,14.0,6,2.21,72.0,26.48
2020,50,La Gloria,04,SAN CRISTOBAL,100.0,206,53.43,3,0.78,68.3,15,3.89,247.0,64.06
2020,20,La Alhambra,11,SUBA,0.0,1293,454.4,285,100.16,97.1,0,0.0,131.0,46.04
2020,79,Calandaima,08,KENNEDY,96.26168224299066,368,115.48,148,46.44,16.6,6,1.88,102.0,32.01
2020,61,Ciudad Usme,05,USME,100.0,132,14.27,0,0.0,9.8,1,0.11,94.0,10.17
2020,12,Toberin,01,USAQUEN,3.5175879396984926,1707,587.75,9,3.1,61.6,2,0.69,174.0,59.91
2020,10,La Uribe,01,USAQUEN,25.0,365,105.8,7,2.03,21.9,1,0.29,117.0,33.91
2020,59,Alfonso Lopez,05,USME,100.0,235,108.64,22,10.17,65.7,0,0.0,84.0,38.83
2020,58,Comuneros,05,USME,100.0,481,97.64,6,1.22,51.0,3,0.61,223.0,45.27
2020,43,San Rafael,16,PUENTE ARANDA,0.0,457,138.88,5,1.52,36.5,1,0.3,216.0,65.64
2020,47,Kennedy Central,08,KENNEDY,0.0,1633,484.66,139,41.25,12.4,2,0.59,397.0,117.83
2020,36,San Jose,18,RAFAEL URIBE URIBE,3.4934497816593884,746,359.03,31,14.92,33.6,5,2.41,141.0,67.86
2020,66,San Francisco,19,CIUDAD BOLIVAR,100.0,180,100.86,2,1.12,50.7,7,3.92,186.0,104.23
2020,57,Gran Yomasa,05,USME,100.0,861,160.82,207,38.66,60.1,5,0.93,314.0,58.65
2020,52,La Flora,05,USME,100.0,20,10.66,0,0.0,59.8,0,0.0,48.0,25.59
2020,11,San Cristobal Norte,01,USAQUEN,35.0,291,105.8,4,1.45,59.8,1,0.36,143.0,51.99
2020,14,Usaquen,01,USAQUEN,14.035087719298245,697,141.58,0,0.0,37.3,0,0.0,158.0,32.09
2020,73,Garces Navas,10,ENGATIVA,27.172582619339046,927,167.15,680,122.61,100.0,9,1.62,367.0,66.17
2020,74,Engativa,10,ENGATIVA,99.84447900466563,102,17.37,373,63.53,100.0,10,1.7,235.0,40.02
2020,104,Parque Simon Bolivar - Can,13,TEUSAQUILLO,0.0,1028,258.05,31,7.78,12.9,0,0.0,42.0,10.54
2020,31,Santa Cecilia,10,ENGATIVA,0.0,682,221.19,195,63.24,100.0,2,0.65,131.0,42.49
2020,68,El Tesoro,19,CIUDAD BOLIVAR,100.0,119,56.48,5,2.37,43.0,3,1.42,102.0,48.41
2020,64,Monte Blanco,19,CIUDAD BOLIVAR,100.0,10,1.44,0,0.0,2.2,0,0.0,6.0,0.86
2020,71,Tibabuyes,11,SUBA,95.06302521008404,360,49.6,525,72.33,68.9,17,2.34,315.0,43.4
2020,29,Minuto De Dios,10,ENGATIVA,33.76623376623377,838,224.68,705,189.02,100.0,6,1.61,203.0,54.43
2020,76,Fontibon San Pablo,09,FONTIBON,70.92511013215858,137,38.09,17,4.73,4.6,5,1.39,120.0,33.36
2020,3,Guaymaral,11,SUBA,0.0,2,0.44,34,7.5,9.2,0,0.0,37.0,8.16
2020,80,Corabastos,08,KENNEDY,99.41176470588235,64,34.71,10,5.42,10.6,8,4.34,111.0,60.2
2020,67,Lucero,19,CIUDAD BOLIVAR,100.0,216,36.87,6,1.02,44.7,10,1.71,340.0,58.03
2020,63,El Mochuelo,19,CIUDAD BOLIVAR,100.0,31,9.8,0,0.0,2.7,0,0.0,23.0,7.27
2020,28,El Rincon,11,SUBA,71.73738991192954,740,104.3,515,72.58,88.2,11,1.55,405.0,57.08
2020,30,Boyaca Real,10,ENGATIVA,0.0,772,170.26,469,103.44,100.0,11,2.43,240.0,52.93
2020,116,Alamos,10,ENGATIVA,8.0,417,208.42,103,51.48,100.0,4,2.0,45.0,22.49
2020,85,Bosa Central,07,BOSA,100.0,953,133.46,21,2.94,39.1,23,3.22,427.0,59.8
2020,42,Venecia,06,TUNJUELITO,61.050724637681164,717,108.09,152,22.92,25.0,5,0.75,339.0,51.11
2020,111,Puente Aranda,16,PUENTE ARANDA,1.4492753623188406,547,153.58,97,27.23,20.4,1,0.28,149.0,41.84
2020,44,Americas,08,KENNEDY,26.822916666666668,819,215.15,116,30.47,14.4,4,1.05,188.0,49.39
2020,41,Muzu,16,PUENTE ARANDA,0.0,951,376.45,137,54.23,44.2,2,0.79,83.0,32.86
2020,40,Ciudad Montes,16,PUENTE ARANDA,0.0,1417,318.27,42,9.43,37.4,1,0.22,261.0,58.62
2020,34,20 De Julio,04,SAN CRISTOBAL,76.90677966101694,565,215.38,192,73.19,79.8,3,1.14,207.0,78.91
2020,84,Bosa Occidental,07,BOSA,100.0,440,102.32,35,8.14,49.4,13,3.02,355.0,82.55
2020,32,San Blas,04,SAN CRISTOBAL,100.0,95,23.77,5,1.25,56.6,4,1.0,301.0,75.3
2020,95,Las Cruces,03,SANTA FE,100.0,44,47.67,2,2.17,70.5,8,8.67,105.0,113.76
2020,87,Tintal Sur,07,BOSA,100.0,184,31.92,55,9.54,10.9,6,1.04,136.0,23.59
2020,117,Aeropuerto El Dorado,09,FONTIBON,0.0,114,15.35,0,0.0,1.9,0,0.0,16.0,2.15
2020,77,Zona Franca,09,FONTIBON,95.08196721311475,389,79.19,58,11.81,3.9,4,0.81,120.0,24.43
2020,54,Marruecos,18,RAFAEL URIBE URIBE,98.25396825396825,375,103.42,197,54.33,36.1,4,1.1,152.0,41.92
2020,39,Quiroga,18,RAFAEL URIBE URIBE,0.0,785,206.97,207,54.58,41.1,11,2.9,343.0,90.43
2020,62,Tunjuelito,06,TUNJUELITO,94.9074074074074,24,7.34,60,18.35,19.6,5,1.53,164.0,50.15
2020,53,Marco Fidel Suarez,18,RAFAEL URIBE URIBE,75.42168674698794,64,34.71,25,13.56,43.7,4,2.17,95.0,51.52
2020,69,Ismael Perdomo,19,CIUDAD BOLIVAR,98.9100817438692,932,166.59,266,47.55,39.4,2,0.36,294.0,52.55
2020,1,Paseo De Los Libertadores,01,USAQUEN,61.111111111111114,107,16.97,0,0.0,7.2,0,0.0,34.0,5.39
2020,46,Castilla,08,KENNEDY,41.58215010141988,1596,317.42,259,51.51,16.8,5,0.99,281.0,55.89
2020,112,Granjas De Techo,09,FONTIBON,26.153846153846157,938,196.56,74,15.51,16.4,3,0.63,449.0,94.09
2020,25,La Floresta,11,SUBA,0.0,1177,299.37,68,17.3,63.1,0,0.0,103.0,26.2
2020,97,Chico Lago,02,CHAPINERO,0.0,2454,581.37,116,27.48,65.3,2,0.47,322.0,76.28
2020,98,Los Alcazares,12,BARRIOS UNIDOS,0.0,1364,329.71,36,8.7,100.0,6,1.45,231.0,55.84
2020,96,Lourdes,03,SANTA FE,100.0,59,29.5,0,0.0,72.5,2,1.0,211.0,105.51
2020,92,La Macarena,03,SANTA FE,62.37623762376238,71,82.72,2,2.33,50.6,0,0.0,110.0,128.16
2020,94,La Candelaria,17,CANDELARIA,62.5,309,150.1,37,17.97,60.4,1,0.49,221.0,107.35
2020,78,Tintal Norte,08,KENNEDY,87.5,188,54.79,48,13.99,6.5,0,0.0,50.0,14.57
2020,9,Verbenal,01,USAQUEN,58.294930875576036,593,166.81,87,24.47,60.1,3,0.84,200.0,56.26
2020,113,Bavaria,08,KENNEDY,0.0,458,165.34,127,45.85,10.8,0,0.0,100.0,36.1
2020,81,Gran Britalia,08,KENNEDY,99.7134670487106,431,239.76,76,42.28,17.3,6,3.34,86.0,47.84
